sector,index,name,netIncome,totalRevenue,marketCap_netIncome,growth_revenue,currentPrice,growth_income,sharesOutstanding,marketCap,ticker,netIncome_sharesOutstanding,marketCap_totalRevenue
Consumer Defensive,1623,Coty Inc. Class A,-168800000.0,9398000000.0,-52.6185520157583,0.22844855757290564,11.83,0.6001894836570346,750804022,8882011580.26,COTY,-0.22482564697822036,0.9450959332049372
Consumer Cyclical,3592,Hanesbrands Inc.,38787000.0,6631392000.0,161.63203177843093,0.07352295436829474,17.39,-0.885250156660771,360507281,6269221616.59,HBI,0.1075900600187878,0.9453854660665514
Industrials,1431,CIRCOR International Inc.,-13492000.0,942220000.0,-66.04359337681589,0.12105025082209674,44.92,0.16711216711216711,19836602,891060161.84,CIR,-0.6801568131477357,0.9457028738935706
Consumer Cyclical,7092,Skechers U.S.A. Inc.,188596000.0,4470380000.0,22.420417623120322,0.16874389885262087,26.55,-0.2640856205311857,159261811,4228401082.05,SKX,1.1841884681318864,0.9458706154845897
Basic Materials,5280,Materion Corporation,22796000.0,1215488000.0,50.45648600807159,0.17561357605371652,56.84,-0.5551282051282052,20235856,1150206055.04,MTRN,1.1265152311817201,0.946291575926706
Healthcare,1641,China Pharma Holdings Inc.,-17324286.0,13799326.0,-0.7546554645888437,-0.1514529321254263,0.3,-1.0993525380109215,43579557,13073867.1,CPHI,-0.3975324026354834,0.9474279468432009
Energy,1667,California Resources Corporation,-355000000.0,2264000000.0,-6.046162707690141,0.19566457501426127,44.39,-1.9534050179211468,48352957,2146387761.23,CRC,-7.341846745794678,0.9480511312853357
Healthcare,541,Assertio Therapeutics Inc.,-36320000.0,381498000.0,-9.960441507709252,-0.16489031513697172,5.66,-0.15527502254283138,63915766,361763235.56,ASRT,-0.5682479030291212,0.9482703331603312
Industrials,748,Brinks Company (The),-117800000.0,3481500000.0,-28.06242578268251,0.10805800172151228,64.88,-0.5159420289855072,50951815,3305753757.2,BCO,-2.3119882971784222,0.9495199647278472
Industrials,1662,CRA InternationalInc.,12683000.0,393355000.0,29.4956480879918,0.13946714535114646,46.3,-0.4084419615145872,8079769,374093304.7,CRAI,1.5697230948062995,0.9510322855944375
Financial Services,123,American Equity Investment Life Holding Company,328625000.0,3416546000.0,9.914664897284139,0.7835780529419728,36.09,1.0980142474442296,90280043,3258206751.8700004,AEL,3.6400625108253437,0.9536551686615665
Technology,860,Bitauto Holdings Limited American Depositary Shares (each representing one),-228828978.04,1498623066.78,-6.249504515595135,0.6186714271265218,19.66,-2.177883342310939,72739966,1430067731.56,BITA,-3.145849395090451,0.9542544508091012
Industrials,561,Allegheny Technologies Incorporated,11300000.0,3767500000.0,318.326319780531,0.12457729853888853,28.62,0.856607895147449,125684396,3597087413.52,ATI,0.08990774001889622,0.9547677275434638
Industrials,281,Alaska Air Group Inc.,836000000.0,8070000000.0,9.22261319472488,0.3375484741190356,62.61,0.2702702702702703,123144939,7710104630.79,ALK,6.788748338248801,0.9554032999739777
Financial Services,7630,Hanover Insurance Group Inc,229600000.0,5351100000.0,22.2775521853223,0.048242953617210566,120.25,0.2005157962604771,42535767,5114925981.75,THG,5.397810271059647,0.9558643983012839
Basic Materials,3918,Installed Building Products Inc.,45512000.0,1229374000.0,25.820092630954473,0.3128079445641846,37.18,0.0703507128733479,31606349,1175124055.82,IBP,1.4399638503010899,0.9558718956314352
Basic Materials,8016,Universal Stainless & Alloy Products Inc.,13764000.0,230969000.0,16.06681945655333,0.31216571480373495,25.45,2.423227978305592,8689340,221143703.0,USAP,1.5840098327375842,0.9574605379942763
Communication Services,350,America Movil S.A.B. de C.V. Class An Depositary Shares,2920779762.0,53804703981.0,17.63960591288156,0.1036489055413723,15.6,2.572633209717766,3302654100,51521403960.0,AMOV,0.8843734988777662,0.957563189608732
Communication Services,7073,SITO Mobile Ltd.,-19477136.0,45114564.0,-2.220234597119412,0.46092009859667776,1.7,-9.711601112831609,25437536,43243811.199999996,SITO,-0.7656848524951473,0.9585332842848707
Industrials,237,Applied Industrial Technologies Inc.,141625000.0,3073274000.0,20.81679928882612,0.18487855017414967,76.08,0.057613322380703456,38751041,2948179199.2799997,AIT,3.6547405268415885,0.9592959167584796
Real Estate,3454,Green Brick Partners Inc.,27157000.0,533361000.0,18.84463046580992,0.19468984665867356,10.09,-0.3698434079811416,50719884,511763629.56,GRBK,0.5354310352917999,0.959507030997767
Technology,5993,PC-Tel Inc.,2121000.0,90279000.0,40.84238143800094,-0.05455316244972237,4.73,1.2161642441038403,18314311,86626691.03,PCTI,0.11581107255413539,0.9595442021954165
Technology,8271,Vishay Intertechnology Inc.,52210000.0,2830197000.0,52.04009337828003,0.1205505995228608,18.84,-1.4169535989506477,144215142,2717013275.28,VSH,0.36202855869323347,0.9600085348405076
Consumer Cyclical,7831,Tile Shop Hldgs Inc.,4056000.0,347049000.0,82.25464033284024,0.0630651196796614,6.33,-0.4140172236364621,52705343,333624821.19,TTS,0.07695614465501155,0.9613190678837858
Industrials,3253,General Electric Company,-8153000000.0,122480000000.0,-14.444271746596344,0.006525353630720128,13.55,-1.6551919374929227,8691081000,117764147550.0,GE,-0.9380881388632784,0.9614969590953625
Basic Materials,6926,Stepan Company,95431000.0,1980838000.0,20.001702468275507,0.08993548737774365,84.75,0.06250072513371466,22522507,1908782468.25,SCL,4.23713932023642,0.9636237129184719
Communication Services,374,America Movil S.A.B. de C.V.n Depository Receipt Series L,2920779762.0,53804703981.0,17.78660262882224,0.1036489055413723,15.73,2.572633209717766,3302654100,51950748993.0,AMX,0.8843734988777662,0.9655428828554714
Industrials,1807,CPI Aerostructures Inc.,6266676.0,82971358.0,12.786775022356348,-0.0005743278194337926,8.95,2.5983130187641885,8953137,80130576.14999999,CVU,0.6999419309678832,0.9657618976177296
Basic Materials,1724,Caesarstone Ltd.,13061000.0,588123000.0,43.497958533037284,0.09210777969447194,16.54,-0.6487479221405974,34348660,568126836.4,CSTE,0.380247730188019,0.9660000312859724
Financial Services,379,American National Insurance Company,520768000.0,3552556000.0,6.592708917022551,0.05670749029337806,127.7,1.727308387153804,26885449,3433271837.3,ANAT,19.369882943000135,0.9664230028464014
Consumer Cyclical,126,American Eagle Outfitters Inc.,257952000.0,3976970000.0,14.900136736640926,0.05143793465960638,21.67,-0.03900230172888552,177365947,3843520071.4900002,AEO,1.4543490696103012,0.9664443210509509
Consumer Cyclical,1078,Ballantyne Strong Inc.,-12572000.0,65326000.0,-5.022557632039453,-0.05323793512400464,4.05,-13.472413793103449,15591011,63143594.55,BTN,-0.8063620761989072,0.9665920850809784
Consumer Cyclical,7004,Superior Group of Companies Inc.,13113000.0,295701000.0,21.8586172134523,0.05628751049106082,18.72,0.02623309195245252,15311541,286632047.52,SGC,0.8564128195849131,0.9693306668560471
Communication Services,4937,Mobile TeleSystems PJSC,997051735.0,7720047881.0,7.553823321324445,0.08010460944887673,7.99,0.22838274126335767,942622359,7531552648.41,MBT,1.057742504705429,0.9755836705295688
Industrials,196,Argan Inc.,46056000.0,680559000.0,14.420738938249087,0.322596796963767,42.66,0.023930724604709363,15568719,664161552.54,AGX,2.9582395314604883,0.9759059134329279
Financial Services,643,Axis Capital Holdings Limited,-307796000.0,4925760000.0,-15.636767043106474,0.07629407853544214,57.6,-1.7187222421342974,83557888,4812934348.8,AXS,-3.683625895379261,0.977094772948743
Consumer Cyclical,7154,Standard Motor Products Inc.,28412000.0,1069498000.0,36.903935309024355,0.05447518238382892,46.75,-0.37157041204699653,22428120,1048514610.0,SMP,1.2668025674911674,0.9803801503135116
Consumer Cyclical,6623,RH,105513000.0,2460972000.0,22.90324913906343,0.14300770397836685,108.69,-0.5963710423995556,22233789,2416590526.41,RH,4.745614883724946,0.9819658762513348
Energy,2282,Eclipse Resources Corporation,-51478000.0,409420000.0,-7.8111094805548005,0.6323553188049389,1.33,1.04182899423962,302331048,402100293.84000003,ECR,-0.1702703058139103,0.9821217669874457
Industrials,4490,Kaman Corporation,59237000.0,1852418000.0,30.80437807181323,-0.0013642074435847413,65.18,-0.15339654059197336,27995688,1824758943.8400002,KAMN,2.11593299653861,0.9850686744784385
Basic Materials,2777,Freeport-McMoRan Inc.,2882000000.0,19387000000.0,6.62659857796669,0.10606877950101146,13.18,1.4210892236384705,1449002815,19097857101.7,FCX,1.9889540380223485,0.9850857327951721
Energy,7724,Total S.A.,10102000000.0,167918000000.0,16.3764625806276,0.1655188587062732,63.19,0.3929954809554551,2618057050,165435024989.5,TOT,3.858586656849208,0.9852131694606892
Consumer Cyclical,5192,Motorcar Parts of America Inc.,3676000.0,425574000.0,114.34056576713819,0.01618742181064586,22.22,-0.565752002767945,18916108,420315919.76,MPAA,0.1943317303961259,0.9876447333718695
Technology,7775,Transcat Inc.,6494000.0,155520000.0,23.67090675238682,0.07813173219919665,21.35,0.30959752321981426,7199947,153718868.45000002,TRNS,0.9019510838065892,0.9884186500128602
Industrials,1504,Columbus McKinnon Corporation,18115000.0,860685000.0,46.99401603422577,0.31751482837693823,36.58,1.456032947462155,23272187,851296600.4599999,CMCO,0.7783969766141876,0.9890919447416883
Consumer Cyclical,5508,Nautilus Inc.,25672000.0,406214000.0,15.658993750779059,0.0003571085536118452,13.29,-0.23146468488501376,30248133,401997687.57,NLS,0.8487135387827077,0.9896204650012063
Energy,2453,EnLink Midstream Partners LP Representing Limited Partnership Interests,272000000.0,6707800000.0,24.40829926893382,0.34720300222821626,18.95,1.2843241330502477,350346037,6639057401.15,ENLK,0.7763752726565022,0.9897518413116073
Energy,3748,Hornbeck Offshore Services,11065000.0,209925000.0,18.78917979575237,-0.1466212510978649,5.53,1.4294865770760894,37595348,207902274.44,HOS,0.2943183289592106,0.9903645322853399
Industrials,2138,Document Security Systems Inc.,2141777.0,18495733.0,8.556837695987959,-0.02689215683360571,1.09,0.39141665868423575,16813613,18326838.17,DSS,0.12738350763753156,0.9908684435485743
Consumer Defensive,3575,The Hain Celestial Group Inc.,9694000.0,2735798000.0,280.20101716835154,-0.13856523633325166,26.13,-0.8562360966928667,103952111,2716268660.43,HAIN,0.09325447945929641,0.992861556456288
Basic Materials,4615,Kronos Worldwide Inc,269600000.0,1820000000.0,6.706825255192878,0.267316572601334,15.6,7.187066974595843,115907698,1808160088.8,KRO,2.3259887363132687,0.9934945542857142
Industrials,7769,TORM plc,-9493000.0,490491000.0,-51.37891077636153,-0.03403990043270312,6.6,1.0168922949519619,73900000,487740000.0,TRMD,-0.1284573748308525,0.994391334397573
Consumer Defensive,8421,G. Willi-Food International  Ltd.,9309215.602,91604913.04,9.799954633170177,0.17792321321268595,6.89,1.5613458421615238,13240913,91229890.57,WILC,0.7030644791639368,0.9959060878117284
Consumer Cyclical,933,Bemis Company Inc.,109200000.0,4099400000.0,37.46463415430403,0.010438517630606332,44.95,-0.6020321761219306,91015307,4091138049.65,BMS,1.1997981833978761,0.9979845952212519
Basic Materials,8127,Vedanta Limited American Depositary Shares (Each representing four equity shares),112125905.0,10636863000.0,94.73975213230163,0.2694535145673546,11.43,-0.7518558491128645,929377117,10622780447.31,VEDL,0.12064629411356596,0.9986760614769599
Consumer Cyclical,2583,Entercom Communications Corp.,225328000.0,1041597000.0,4.6171860478946245,0.2881921585242643,7.3,5.143412583738343,142517986,1040381297.8,ETM,1.5810495666139992,0.9988328478288627
Financial Services,221,American International Group Inc.,-6524000000.0,47811000000.0,-7.329273175594728,-0.05323070458582425,53.82,-6.166077738515901,888446269,47816178197.58,AIG,-7.343156505506131,1.0001083055694298
Financial Services,7380,State Auto Financial Corporation,-11400000.0,1385500000.0,-121.5762319508772,0.011313505051942507,32.18,-1.5095238095238095,43069268,1385969044.24,STFC,-0.26468989442773905,1.00033853788524
Consumer Cyclical,6420,Papa John's International Inc.,78854000.0,1734643000.0,22.01432631191823,0.04069688729123143,54.9,-0.005135187706671854,31619630,1735917687.0,PZZA,2.493830572970019,1.0007348411171635
Real Estate,1472,Colony Capital Inc.,-471310000.0,2866460000.0,-6.087774802147207,1.980855481373477,5.85,-3.2763488787526667,490466520,2869229142.0,CLNY,-0.9609422473933593,1.0009660494128647
Financial Services,2468,Enova International Inc.,49638000.0,888179000.0,17.958221781699507,0.12999319176908358,26.1,-0.15496214091671,34153648,891410212.8000001,ENVA,1.4533732970486783,1.0036380198135737
Healthcare,2173,DaVita Inc.,534882000.0,12440141000.0,23.352432873044897,-0.26235628705255065,74.84,-0.24578064586520343,166900000,12490796000.0,DVA,3.2048052726183345,1.0040718991850655
Financial Services,2716,First American Corporation (New),473877000.0,5789436000.0,12.276243234425811,0.035244337809903645,52.1,0.23340418026023854,111658912,5817429315.2,FAF,4.243969348366926,1.0048352404621106
Basic Materials,7393,Steel Dynamics Inc.,1047991000.0,10474261000.0,10.043445687510674,0.2265222205320769,44.83,1.1269539274825642,234785650,10525440689.5,STLD,4.463607550120717,1.0048862339309665
Energy,3112,TechnipFMC plc,167900000.0,13910000000.0,83.32493771357952,0.6366907256837254,30.89,-0.7119247393846936,452905699,13990257042.11,FTI,0.3707173488227623,1.0057697370316319
Consumer Cyclical,4162,Interpublic Group of Companies Inc. (The),594500000.0,8804500000.0,14.918891599999998,0.004562485662579971,23.11,-0.04847986852917009,383785420,8869281056.199999,IPG,1.549042691616581,1.0073577211880287
Industrials,3964,Infrastructure and Energy Alternatives Inc.,-12322282.0,224208000.0,-18.351614741490252,0,10.48,19.011078613843836,21577650,226133772.0,IEA,-0.5710669141449601,1.0085892207236138
Financial Services,7977,Unico American Corporation,-7742180.0,36040022.0,-4.695558750894451,0.04320545323537181,6.85,-5.213150254543797,5307133,36353861.05,UNAM,-1.4588253205638524,1.0087080704334752
Consumer Defensive,255,Embotelladora Andina S.A.,196499831.28500003,2863951354.534,14.70897136419391,0.1344251001087334,22.81,0.41961646219964505,126712424,2890310391.44,AKO.B,1.5507542597796096,1.0092037306654216
Industrials,2938,SPX FLOW Inc.,81900000.0,2041800000.0,25.174197243467642,-0.022294589178356715,48.46,1.1215295966474594,42545744,2061766754.24,FLOW,1.9249869035079044,1.0097789961014791
Consumer Cyclical,7215,Sonoco Products Company,241954000.0,5294212000.0,22.110107064607323,0.05305865068242399,53.71,-0.38783454478169493,99602101,5349628844.71,SON,2.4292057855285605,1.0104674396699642
Basic Materials,5737,Oil-Dri Corporation Of America,6861000.0,266163000.0,39.24787785308264,-2.287343745830363e-05,36.81,-0.20722838463233673,7315395,269279689.95,ODC,0.9378851039485906,1.0117097040159602
Communication Services,4746,Liberty Latin America Ltd.,-799800000.0,3590200000.0,-4.542277329332333,0.31801160143916585,21.2,-2.299830364715861,171363840,3632913408.0,LILAK,-4.667262358266481,1.0118972224388614
Consumer Cyclical,4892,Live Nation Entertainment Inc.,-19047000.0,10456273000.0,-555.6051279729091,0.23728661411328922,50.62,-3.0445275322909584,209059875,10582610872.5,LYV,-0.09110787041272267,1.0120824955985752
Consumer Defensive,815,B&G Foods Inc.,191161000.0,1702155000.0,9.012354841364086,0.1989560519731437,26.13,0.9873246515878455,65932291,1722810763.83,BGS,2.899353216772037,1.0121350663306221
Technology,4692,Leidos Holdings Inc.,442000000.0,9991000000.0,22.879225650678734,0.44398693738463724,67.2,0.5,150485383,10112617737.6,LDOS,2.937162342205688,1.0121727292162948
Technology,1633,CounterPath Corporation,-3079084.0,12156765.0,-4.0068191708962795,0.15873255477704085,2.08,-0.31000624360640466,5931410,12337332.8,CPAH,-0.5191150164969206,1.0148532771670753
Industrials,546,Astec Industries Inc.,-12152000.0,1162410000.0,-97.26222435483871,0.03251437341330329,51.18,-0.3147990355155097,23093602,1181930550.36,ASTE,-0.5262063492737079,1.0167931713939142
Technology,7320,ServiceSource International Inc.,-25660000.0,243852000.0,-9.663708472330475,-0.05441165421710092,2.7,0.07097055344580713,91841022,247970759.4,SREV,-0.27939584557323416,1.0168904064760593
Financial Services,242,Assurant Inc.,428600000.0,6656300000.0,15.804275372841811,-0.11207426211248128,108.4,-0.08092332183603078,62488122,6773712424.8,AIZ,6.858903520896339,1.0176392928203357
Technology,1145,CACI International Inc. Class A,301171000.0,4467860000.0,15.10189516022459,0.026005272105445783,183.9,0.8400999566202931,24732207,4548252867.3,CACI,12.177279609539092,1.0179935958825925
Consumer Defensive,6839,S&W Seed Company,-4725088.0,64085510.0,-13.806879380870791,-0.14976422181656998,2.68,0.6003152416477627,24342806,65238720.080000006,SANW,-0.19410613550467437,1.0179948646737773
Technology,3820,Hurco Companies Inc.,19889000.0,293551000.0,15.035260644577406,0.07205804064428988,44.52,0.1371501655130906,6716898,299036298.96000004,HURC,2.9610394560107953,1.0186860169442449
Consumer Cyclical,2538,Escalade Incorporated,23864000.0,174961000.0,7.4727871019108285,0.057757232329257384,12.35,0.22344035499869486,14439724,178330591.4,ESCA,1.652663167246133,1.0192591000280062
Consumer Defensive,8156,Vector Group Ltd.,87017000.0,1830733000.0,21.457032214969487,0.06891219072840163,13.25,0.18902807653914827,140915213,1867126572.25,VGR,0.6175131708455069,1.019879235393692
Industrials,6515,Regal Beloit Corporation,238000000.0,3516100000.0,15.072085482563025,0.04211505659792216,82.55,0.0471976401179941,43454347,3587156344.85,RBC,5.4770124609167405,1.0202088520946504
Consumer Cyclical,7749,Tempur Sealy International Inc.,138900000.0,2690700000.0,19.824087412095032,-0.11924023918396061,50.58,-0.2508659079663533,54439813,2753565741.54,TPX,2.5514415341580987,1.0233640842680343
Basic Materials,6589,REX American Resources Corporation,50934000.0,480276000.0,9.649694974280441,-0.0026729895834940137,77.38,0.22803327869359477,6351739,491497563.82,REX,8.018906318411384,1.0233648231850019
Consumer Defensive,2936,Flowers Foods Inc.,141651000.0,3954181000.0,28.613841180648212,-0.0015666361505366213,19.22,-0.08338218053927315,210883414,4053179217.08,FLO,0.6717028964639201,1.025036339277337
Financial Services,4790,Lincoln National Corporation,1985000000.0,14809000000.0,7.653137172120907,0.0695423855963991,70.11,0.7441275167785235,216680606,15191477286.66,LNC,9.16094908835542,1.0258273540860288
Technology,4238,Itron Inc.,-115653000.0,2230634000.0,-19.79360414775233,0.0024890894333658192,58.25,0.803525338369531,39299394,2289189700.5,ITRI,-2.942869806084033,1.026250698456134
Energy,7458,Southwestern Energy Company,670000000.0,3282000000.0,5.031700319402985,0.3148604269293924,5.75,1.395762391222096,586302472,3371239214.0,SWN,1.1427548611802545,1.0271904978671542
Healthcare,6751,RTI Surgical Inc.,3408000.0,278079000.0,83.87149468603286,0.02454693713008264,4.51,1.4355858045697618,63377839,285834053.89,RTIX,0.05377273907998031,1.0278879523085165
Industrials,6845,Spirit Airlines Inc.,276860000.0,2910147000.0,10.80511626464639,0.1402739759065202,43.83,0.5879175019537223,68252441,2991504489.0299997,SAVE,4.056411696689354,1.0279564877753598
Basic Materials,5861,Norbord Inc.,559000000.0,2457000000.0,4.523868378121646,0.23272933182332955,29.17,1.3825136612021858,86693261,2528842423.3700004,OSB,6.448021375040904,1.0292398955514857
Basic Materials,7168,Smart Sand Inc.,28921000.0,179441000.0,6.386517738667405,1.3165572082186692,4.44,1.0739955679737931,41600108,184704479.52,SND,0.695214541269941,1.0293326470539064
Industrials,3586,Haynes International Inc.,-27542000.0,413778000.0,-15.483153938348705,-0.027438791807244334,34.09,-3.0298804780876494,12509153,426437025.77000004,HAYN,-2.2017477921966417,1.0305937622831567
Communication Services,4745,Liberty Latin America Ltd.,-799800000.0,3590200000.0,-4.627980675168793,0.31801160143916585,21.6,-2.299830364715861,171363840,3701458944.0000005,LILA,-4.667262358266481,1.0309896228622362
Basic Materials,7619,Tecnoglass Inc.,15023000.0,343792000.0,23.59640366970645,0.03094919610774517,9.57,-0.7649266609145815,37041669,354488772.33,TGLS,0.4055702781643019,1.0311140815667612
Industrials,660,Azul S.A. American Depositary Shares (each representing three preferred shares),206346491.5,2481715975.5,12.408805210434119,0.14746620021104248,22.72,5.11530439813249,112698654,2560513418.8799996,AZUL,1.8309579056729461,1.0317511931896735
Basic Materials,4888,LyondellBasell Industries NV Class A (Netherlands),5836000000.0,37624000000.0,6.651729890534612,0.18164684919302335,99.71,0.2718978102189781,389323996,38819495641.159996,LYB,14.9900855327705,1.0317748150425259
Industrials,10,Aaron's Inc.,293648000.0,3606178000.0,12.671938825634776,0.05486520627137814,51.27,1.10029939044966,72578301,3721089492.2700005,AAN,4.045947562205955,1.0318651747833858
Healthcare,3780,Henry Schein Inc.,410926000.0,13026252000.0,32.71437473851739,0.07690118658779356,87.8,-0.1982702485111824,153111471,13443187153.8,HSIC,2.683835491332978,1.0320072998587775
Industrials,2959,Fly Leasing Limited,28640000.0,376085000.0,13.571534891061454,0.10130588503649635,13.89,1.0892415498763397,27983352,388688759.28000003,FLY,1.0234656663004489,1.0335130602922213
Technology,6990,Safe-T Group Ltd.,-6013000.0,1206000.0,-0.20747833028438387,0.3001186239620403,8.8,0.40450571620712844,141769,1247567.2000000002,SFET,-42.414067955617945,1.0344669983416253
Basic Materials,4540,Kinross Gold Corporation,386200000.0,3310500000.0,8.870085369083377,-0.04867511520737327,2.74,5.282692307692308,1250228821,3425626969.5400004,KGC,0.30890345312236245,1.034776308575744
Consumer Cyclical,6666,RLJ Entertainment Inc.,-7438000.0,93640000.0,-13.036664354665232,0.07560008973304419,6.21,0.7199414830392247,15614607,96966709.47,RLJE,-0.4763488443865414,1.0355265855403673
Healthcare,7603,Teva Pharmaceutical Industries Limited American Depositary Shares,-9996000000.0,20835000000.0,-2.1626788869907965,0.02200611788339497,21.23,-50.43768996960486,1018282532,21618138154.36,TEVA,-9.816528994528603,1.037587624399328
Real Estate,1419,Colliers International Group Inc.,67175000.0,2528125000.0,39.07307004986974,0.19962735748585456,69.3,-0.27443537114691385,37874942,2624733480.6,CIGI,1.7736000757440105,1.0382134904721878
Industrials,4327,Johnson Controls International plc,2266000000.0,31166000000.0,14.290170148636362,-0.1991293730424165,35.01,2.8559907834101383,924922181,32381525556.809998,JCI,2.4499358395211845,1.039001654264583
Consumer Cyclical,1156,The Cheesecake Factory Incorporated,138565000.0,2311076000.0,17.331087567567565,-0.006686677924647112,52.4,0.12830659383199278,45829812,2401482148.7999997,CAKE,3.0234686539844415,1.039118639456253
Technology,5326,Maxwell Technologies Inc.,-43119000.0,124459000.0,-2.9997283629026645,0.07525320840618917,3.39,-0.8194051887787387,38154952,129345287.28,MXWL,-1.130102325905167,1.0392602164568252
Technology,4135,inTest Corporation,1847000.0,76701000.0,43.163876989713046,0.6606010888209412,7.6,-0.6331828442437923,10489958,79723680.8,INTT,0.17607315491634953,1.039408623094875
Consumer Cyclical,6116,Polaris Industries Inc.,261616000.0,5709780000.0,22.697932029386582,0.20188684968369108,95.4,-0.18998065255367508,62244677,5938142185.8,PII,4.203026067594503,1.0399949185082438
Communication Services,8043,United States Cellular Corporation,68000000.0,3907000000.0,59.76016632352941,-0.01243970550901244,47.5,-0.75,85551396,4063691310.0,USM,0.7948438386674602,1.0401052751471718
Industrials,2884,Comfort Systems USA Inc.,79029000.0,1941907000.0,25.56244811600805,0.09397187855648152,54.24,-0.14829881656804733,37245109,2020174712.16,FIX,2.1218624974355693,1.0403045625562914
Financial Services,202,Aspen Insurance Holdings Limited,-424000000.0,2403400000.0,-5.903090722688679,-0.06538759963320871,41.93,-2.3167732415150026,59692594,2502910466.42,AHL,-7.103058714452919,1.0414040386202879
Consumer Cyclical,5407,Noodles & Company,-18332000.0,454906000.0,-25.850937185249837,-0.0635562101773633,10.82,0.4770707479386693,43798464,473899380.48,NDLS,-0.4185534908256143,1.0417523191164768
Consumer Defensive,6208,Post Holdings Inc.,490900000.0,6075800000.0,12.90478302884498,0.03958780934192727,95.09,15.636363636363637,66620654,6334957988.860001,POST,7.3685857241809725,1.042654134247342
Utilities,5568,NRG Energy Inc.,-1012000000.0,10889000000.0,-11.219688333102766,-0.13942190915715327,37.42,-1.7816537467700257,303429305,11354324593.1,NRG,-3.33520850927698,1.0427334551473966
Financial Services,228,Ashford Inc. (Holding Company),-6021000.0,151900000.0,-26.310419996678288,0.20657624210510747,75.1,-6.659432387312187,2109388,158415038.79999998,AINC,-2.854382408546934,1.042890314680711
Consumer Cyclical,5792,Omnicom Group Inc.,1146300000.0,15385200000.0,14.034307553520021,-0.009294994454137992,71.7,-0.052411631551453945,224372758,16087526748.6,OMC,5.1089089879618985,1.0456495039778488
Financial Services,3925,ICC Holdings Inc.,808957.0,50230326.0,64.94164708383758,0.0737050494727746,15.01,-0.7481313138321739,3500000,52535000.0,ICCH,0.23113057142857144,1.0458821230823785
Technology,6237,Perceptron Inc.,3716000.0,84693000.0,23.83798710710441,0.08654598637535761,9.27,23.11904761904762,9555767,88581960.08999999,PRCP,0.3888751159378415,1.0459183178066662
Consumer Cyclical,965,Boot Barn Holdings Inc.,34863000.0,700554000.0,21.047217907523734,0.07642390793501594,26.21,1.0341621469324505,27995771,733769157.91,BOOT,1.245295226911236,1.0474127018188462
Technology,1651,CPS Technologies Corp.,-1611632.0,17391695.0,-11.305770597754325,-0.05041152551554607,1.38,-2.78667907066975,13203436,18220741.68,CPSH,-0.1220615603392935,1.0476691133325418
Industrials,6038,Perma-Fix Environmental Services Inc.,-1038000.0,50166000.0,-50.65197268786127,-0.028309806907592886,4.41,0.7254755688176053,11922165,52576747.65,PESI,-0.08706472356321188,1.0480554090419807
Financial Services,5852,Old Republic International Corporation,547400000.0,6279800000.0,12.028760444629157,0.06145450231344169,21.77,0.2004711929749411,302459507,6584543467.39,ORI,1.809829042669173,1.0485275753033536
Financial Services,8240,Voya Financial Inc.,-2403700000.0,7895800000.0,-3.450298838394974,-0.20071970469848455,51.65,-5.990654205607477,160570829,8293483317.849999,VOYA,-14.969717818421428,1.050366437580739
Basic Materials,7457,Schweitzer-Mauduit International Inc.,44800000.0,1025800000.0,24.06354151116071,0.16930586974639839,35.05,-0.5833333333333334,30757394,1078046659.6999998,SWM,1.4565603314767175,1.0509325986547082
Financial Services,4495,KB Financial Group Inc,3061124270.0,18365307748.0,6.312816657057833,1.258392512042376,48.77,0.7254465609466076,396233674,19324316280.98,KB,7.7255530533227725,1.052218484227929
Industrials,5561,EnPro Industries Inc,546900000.0,1468600000.0,2.825926918211739,0.10263534562599984,73.73,14.46134663341646,20961609,1545499431.5700002,NPO,26.090554403528852,1.0523624074424622
Technology,2211,DXC Technology Company,1851000000.0,23925000000.0,13.617536166666667,2.228079400552123,89.65,15.235772357723578,281160730,25206059444.5,DXC,6.583422941034475,1.0535448043678162
Financial Services,3364,Greenlight Reinsurance Ltd.,-197977000.0,448909000.0,-2.392586911307879,0.09740365690743517,12.66,-2.001581961186248,37415259,473677178.94,GLRE,-5.291343833808554,1.055174164340657
Consumer Cyclical,4916,Mattel Inc.,-1436714000.0,4720976000.0,-3.4685649954549063,-0.10532084703985045,14.48,-4.3137204344353535,344153031,4983335888.88,MAT,-4.174637067194681,1.0555732308065113
Financial Services,2507,AXA Equitable Holdings Inc.,858000000.0,11599000000.0,14.273461538461536,0.05150827661541047,21.83,-0.28989139515455303,561000000,12246629999.999998,EQH,1.5294117647058822,1.0558349857746356
Technology,2375,Endurance International Group Holdings Inc.,-41848000.0,1168598000.0,-29.492611436627794,0.05915085560621415,8.6,-0.47338358665952684,143512419,1234206803.3999999,EIGI,-0.2915984574129435,1.0561431761820574
Healthcare,828,Bausch Health Companies Inc.,-1752000000.0,8505000000.0,-5.129261595319635,-0.09820136448211701,25.7,1.9979244499792446,349667950,8986466315.0,BHC,-5.010467788082951,1.0566097960023515
Industrials,5169,Moog Inc. Class A,94549000.0,2657870000.0,29.741026826830534,0.03548475768645699,82.95,0.11467908004260523,33899751,2811984345.4500003,MOG.A,2.7890765333350087,1.0579841547743118
Industrials,5970,PACCAR Inc.,2063600000.0,21973500000.0,11.272557860922658,0.14225663846700287,66.36,2.211040828062105,350543255,23262050401.8,PCAR,5.88686266406695,1.058641108690013
